,Datetime,Region,Technology,Emission,Value
1072,2021,reg1,SoSCO2_lr,CO2,0.0
1073,2022,reg1,SoSCO2_lr,CO2,0.0
1074,2023,reg1,SoSCO2_lr,CO2,0.0
1075,2024,reg1,SoSCO2_lr,CO2,0.0
1076,2025,reg1,SoSCO2_lr,CO2,0.0
1077,2026,reg1,SoSCO2_lr,CO2,0.0
1078,2027,reg1,SoSCO2_lr,CO2,0.0
1079,2028,reg1,SoSCO2_lr,CO2,0.0
1080,2029,reg1,SoSCO2_lr,CO2,0.0
1081,2030,reg1,SoSCO2_lr,CO2,0.0
1082,2031,reg1,SoSCO2_lr,CO2,0.0
1083,2032,reg1,SoSCO2_lr,CO2,0.0
1084,2033,reg1,SoSCO2_lr,CO2,0.0
1085,2034,reg1,SoSCO2_lr,CO2,0.0
1086,2035,reg1,SoSCO2_lr,CO2,0.0
1087,2036,reg1,SoSCO2_lr,CO2,0.0
1088,2037,reg1,SoSCO2_lr,CO2,0.0
1089,2038,reg1,SoSCO2_lr,CO2,0.0
1090,2039,reg1,SoSCO2_lr,CO2,0.0
1091,2040,reg1,SoSCO2_lr,CO2,0.0
1092,2041,reg1,SoSCO2_lr,CO2,0.0
1093,2042,reg1,SoSCO2_lr,CO2,0.0
1094,2043,reg1,SoSCO2_lr,CO2,0.0
1095,2044,reg1,SoSCO2_lr,CO2,0.0
1096,2045,reg1,SoSCO2_lr,CO2,0.0
1097,2046,reg1,SoSCO2_lr,CO2,0.0
1098,2047,reg1,SoSCO2_lr,CO2,0.0
1099,2048,reg1,SoSCO2_lr,CO2,0.0
1100,2049,reg1,SoSCO2_lr,CO2,0.0
1101,2050,reg1,SoSCO2_lr,CO2,0.0
1102,2051,reg1,SoSCO2_lr,CO2,0.0
1103,2052,reg1,SoSCO2_lr,CO2,0.0
1104,2053,reg1,SoSCO2_lr,CO2,0.0
1105,2054,reg1,SoSCO2_lr,CO2,0.0
1106,2055,reg1,SoSCO2_lr,CO2,0.0
1107,2056,reg1,SoSCO2_lr,CO2,0.0
1108,2057,reg1,SoSCO2_lr,CO2,0.0
1109,2058,reg1,SoSCO2_lr,CO2,0.0
1110,2059,reg1,SoSCO2_lr,CO2,0.0
1111,2060,reg1,SoSCO2_lr,CO2,0.0
1112,2061,reg1,SoSCO2_lr,CO2,0.0
1113,2062,reg1,SoSCO2_lr,CO2,0.0
1114,2063,reg1,SoSCO2_lr,CO2,0.0
1115,2064,reg1,SoSCO2_lr,CO2,0.0
1116,2065,reg1,SoSCO2_lr,CO2,0.0
1117,2066,reg1,SoSCO2_lr,CO2,0.0
1118,2067,reg1,SoSCO2_lr,CO2,0.0
1119,2068,reg1,SoSCO2_lr,CO2,0.0
1120,2069,reg1,SoSCO2_lr,CO2,0.0
1121,2070,reg1,SoSCO2_lr,CO2,0.0
1122,2020,reg1,SoSCO2_agg,CO2,0.0
1123,2021,reg1,SoSCO2_agg,CO2,0.0
1124,2022,reg1,SoSCO2_agg,CO2,0.0
1125,2023,reg1,SoSCO2_agg,CO2,0.0
1126,2024,reg1,SoSCO2_agg,CO2,0.0
1127,2025,reg1,SoSCO2_agg,CO2,0.0
1128,2026,reg1,SoSCO2_agg,CO2,0.0
1129,2027,reg1,SoSCO2_agg,CO2,0.0
1130,2028,reg1,SoSCO2_agg,CO2,0.0
1131,2029,reg1,SoSCO2_agg,CO2,0.0
1132,2030,reg1,SoSCO2_agg,CO2,0.0
1133,2031,reg1,SoSCO2_agg,CO2,0.0
1134,2032,reg1,SoSCO2_agg,CO2,0.0
1135,2033,reg1,SoSCO2_agg,CO2,0.0
1136,2034,reg1,SoSCO2_agg,CO2,0.0
1137,2035,reg1,SoSCO2_agg,CO2,0.0
1138,2036,reg1,SoSCO2_agg,CO2,0.0
1139,2037,reg1,SoSCO2_agg,CO2,0.0
1140,2038,reg1,SoSCO2_agg,CO2,0.0
1141,2039,reg1,SoSCO2_agg,CO2,0.0
1142,2040,reg1,SoSCO2_agg,CO2,0.0
1143,2041,reg1,SoSCO2_agg,CO2,0.0
1144,2042,reg1,SoSCO2_agg,CO2,0.0
1145,2043,reg1,SoSCO2_agg,CO2,0.0
1146,2044,reg1,SoSCO2_agg,CO2,0.0
1147,2045,reg1,SoSCO2_agg,CO2,0.0
1148,2046,reg1,SoSCO2_agg,CO2,0.0
1149,2047,reg1,SoSCO2_agg,CO2,0.0
1150,2048,reg1,SoSCO2_agg,CO2,0.0
1151,2049,reg1,SoSCO2_agg,CO2,0.0
1152,2050,reg1,SoSCO2_agg,CO2,0.0
1153,2051,reg1,SoSCO2_agg,CO2,0.0
1154,2052,reg1,SoSCO2_agg,CO2,0.0
1155,2053,reg1,SoSCO2_agg,CO2,0.0
1156,2054,reg1,SoSCO2_agg,CO2,0.0
1157,2055,reg1,SoSCO2_agg,CO2,0.0
1158,2056,reg1,SoSCO2_agg,CO2,0.0
1159,2057,reg1,SoSCO2_agg,CO2,0.0
1160,2058,reg1,SoSCO2_agg,CO2,0.0
1161,2059,reg1,SoSCO2_agg,CO2,0.0
1162,2060,reg1,SoSCO2_agg,CO2,0.0
1163,2061,reg1,SoSCO2_agg,CO2,0.0
1164,2062,reg1,SoSCO2_agg,CO2,0.0
1165,2063,reg1,SoSCO2_agg,CO2,0.0
1166,2064,reg1,SoSCO2_agg,CO2,0.0
1167,2065,reg1,SoSCO2_agg,CO2,0.0
1168,2066,reg1,SoSCO2_agg,CO2,0.0
1169,2067,reg1,SoSCO2_agg,CO2,0.0
1170,2068,reg1,SoSCO2_agg,CO2,0.0
1171,2069,reg1,SoSCO2_agg,CO2,0.0
1172,2070,reg1,SoSCO2_agg,CO2,0.0
1173,2020,reg1,Allam_PP,CO2,0.0
1174,2021,reg1,Allam_PP,CO2,0.0
1175,2022,reg1,Allam_PP,CO2,0.0
1176,2023,reg1,Allam_PP,CO2,0.0
1177,2024,reg1,Allam_PP,CO2,0.0
1178,2025,reg1,Allam_PP,CO2,0.0
1179,2026,reg1,Allam_PP,CO2,0.0
1180,2027,reg1,Allam_PP,CO2,0.0
1181,2028,reg1,Allam_PP,CO2,0.0
1182,2029,reg1,Allam_PP,CO2,0.0
1183,2030,reg1,Allam_PP,CO2,0.0
1184,2031,reg1,Allam_PP,CO2,0.0
1185,2032,reg1,Allam_PP,CO2,0.0
1186,2033,reg1,Allam_PP,CO2,0.0
1187,2034,reg1,Allam_PP,CO2,0.0
1188,2035,reg1,Allam_PP,CO2,0.0
1189,2036,reg1,Allam_PP,CO2,0.0
1190,2037,reg1,Allam_PP,CO2,0.0
1191,2038,reg1,Allam_PP,CO2,0.0
1192,2039,reg1,Allam_PP,CO2,0.0
1193,2040,reg1,Allam_PP,CO2,0.0
1194,2041,reg1,Allam_PP,CO2,0.0
1195,2042,reg1,Allam_PP,CO2,0.0
1196,2043,reg1,Allam_PP,CO2,0.0
1197,2044,reg1,Allam_PP,CO2,0.0
1198,2045,reg1,Allam_PP,CO2,0.0
1199,2046,reg1,Allam_PP,CO2,0.0
1200,2047,reg1,Allam_PP,CO2,0.0
1201,2048,reg1,Allam_PP,CO2,0.0
1202,2049,reg1,Allam_PP,CO2,0.0
1203,2050,reg1,Allam_PP,CO2,0.0
1204,2051,reg1,Allam_PP,CO2,0.0
1205,2052,reg1,Allam_PP,CO2,0.0
1206,2053,reg1,Allam_PP,CO2,0.0
1207,2054,reg1,Allam_PP,CO2,0.0
1208,2055,reg1,Allam_PP,CO2,0.0
1209,2056,reg1,Allam_PP,CO2,0.0
1210,2057,reg1,Allam_PP,CO2,0.0
1211,2058,reg1,Allam_PP,CO2,0.0
1212,2059,reg1,Allam_PP,CO2,0.0
1213,2060,reg1,Allam_PP,CO2,0.0
1214,2061,reg1,Allam_PP,CO2,0.0
1215,2062,reg1,Allam_PP,CO2,0.0
1216,2063,reg1,Allam_PP,CO2,0.0
1217,2064,reg1,Allam_PP,CO2,0.0
1218,2065,reg1,Allam_PP,CO2,0.0
1219,2066,reg1,Allam_PP,CO2,0.0
1220,2067,reg1,Allam_PP,CO2,0.0
1221,2068,reg1,Allam_PP,CO2,0.0
1222,2069,reg1,Allam_PP,CO2,0.0
1223,2070,reg1,Allam_PP,CO2,0.0
1224,2020,reg1,Bio_refinery,CO2,28159233.19882973
1225,2021,reg1,Bio_refinery,CO2,41528065.87576129
1226,2022,reg1,Bio_refinery,CO2,56394488.94938881
1227,2023,reg1,Bio_refinery,CO2,72758502.41971228
1228,2024,reg1,Bio_refinery,CO2,90620106.2867317
1229,2025,reg1,Bio_refinery,CO2,109979300.55044705
1230,2026,reg1,Bio_refinery,CO2,145691689.2703294
1231,2027,reg1,Bio_refinery,CO2,186196140.713306
1232,2028,reg1,Bio_refinery,CO2,231440847.67011556
1233,2029,reg1,Bio_refinery,CO2,281370495.4790862
1234,2030,reg1,Bio_refinery,CO2,335925960.08870167
1235,2031,reg1,Bio_refinery,CO2,358021397.3744724
1236,2032,reg1,Bio_refinery,CO2,379462312.6399488
1237,2033,reg1,Bio_refinery,CO2,400248705.8851308
1238,2034,reg1,Bio_refinery,CO2,420380577.1100182
1239,2035,reg1,Bio_refinery,CO2,439857926.31461155
1240,2036,reg1,Bio_refinery,CO2,432581064.96329284
1241,2037,reg1,Bio_refinery,CO2,425304203.61197406
1242,2038,reg1,Bio_refinery,CO2,418027342.26065516
1243,2039,reg1,Bio_refinery,CO2,410750480.90933627
1244,2040,reg1,Bio_refinery,CO2,403473619.55801725
1245,2041,reg1,Bio_refinery,CO2,397372627.38607466
1246,2042,reg1,Bio_refinery,CO2,391271635.2141322
1247,2043,reg1,Bio_refinery,CO2,385170643.0421894
1248,2044,reg1,Bio_refinery,CO2,379069650.8702469
1249,2045,reg1,Bio_refinery,CO2,372968658.69830424
1250,2046,reg1,Bio_refinery,CO2,370128136.2390127
1251,2047,reg1,Bio_refinery,CO2,367287613.7797214
1252,2048,reg1,Bio_refinery,CO2,364447091.3204298
1253,2049,reg1,Bio_refinery,CO2,361606568.86113846
1254,2050,reg1,Bio_refinery,CO2,358766046.4018473
1255,2051,reg1,Bio_refinery,CO2,358766046.4018473
1256,2052,reg1,Bio_refinery,CO2,358766046.4018473
1257,2053,reg1,Bio_refinery,CO2,358766046.4018473
1258,2054,reg1,Bio_refinery,CO2,358766046.4018473
1259,2055,reg1,Bio_refinery,CO2,358766046.4018473
1260,2056,reg1,Bio_refinery,CO2,358766046.4018473
1261,2057,reg1,Bio_refinery,CO2,358766046.4018473
1262,2058,reg1,Bio_refinery,CO2,358766046.4018473
1263,2059,reg1,Bio_refinery,CO2,358766046.4018473
1264,2060,reg1,Bio_refinery,CO2,358766046.4018473
1265,2061,reg1,Bio_refinery,CO2,358766046.4018473
1266,2062,reg1,Bio_refinery,CO2,358766046.4018473
1267,2063,reg1,Bio_refinery,CO2,358766046.4018473
1268,2064,reg1,Bio_refinery,CO2,358766046.4018473
1269,2065,reg1,Bio_refinery,CO2,358766046.4018473
1270,2066,reg1,Bio_refinery,CO2,358766046.4018473
1271,2067,reg1,Bio_refinery,CO2,358766046.4018473
1272,2068,reg1,Bio_refinery,CO2,358766046.4018473
1273,2069,reg1,Bio_refinery,CO2,358766046.4018473
1274,2070,reg1,Bio_refinery,CO2,358766046.4018473
1275,2020,reg1,Oil_refinery,CO2,5347774320.074817
1276,2021,reg1,Oil_refinery,CO2,5431628667.26316
1277,2022,reg1,Oil_refinery,CO2,5830050672.9260025
1278,2023,reg1,Oil_refinery,CO2,5596702426.226375
1279,2024,reg1,Oil_refinery,CO2,5677921838.00125
1280,2025,reg1,Oil_refinery,CO2,5758262937.97164
1281,2026,reg1,Oil_refinery,CO2,5598029444.096139
1282,2027,reg1,Oil_refinery,CO2,5435180000.710717
1283,2028,reg1,Oil_refinery,CO2,5269742852.989721
1284,2029,reg1,Oil_refinery,CO2,5101747497.56141
1285,2030,reg1,Oil_refinery,CO2,4931224701.745451
1286,2031,reg1,Oil_refinery,CO2,4894888349.16007
1287,2032,reg1,Oil_refinery,CO2,4860249358.535852
1288,2033,reg1,Oil_refinery,CO2,4805408097.432858
1289,2034,reg1,Oil_refinery,CO2,4754641623.470223
1290,2035,reg1,Oil_refinery,CO2,4706953237.93131
1291,2036,reg1,Oil_refinery,CO2,4673227469.860741
1292,2037,reg1,Oil_refinery,CO2,4576937447.798864
1293,2038,reg1,Oil_refinery,CO2,4184663714.0036664
1294,2039,reg1,Oil_refinery,CO2,4154015091.840189
1295,2040,reg1,Oil_refinery,CO2,4123366469.676714
1296,2041,reg1,Oil_refinery,CO2,4098083254.519039
1297,2042,reg1,Oil_refinery,CO2,4072800039.3613534
1298,2043,reg1,Oil_refinery,CO2,4047511804.2666407
1299,2044,reg1,Oil_refinery,CO2,4022250580.5069604
1300,2045,reg1,Oil_refinery,CO2,3997538144.752099
1301,2046,reg1,Oil_refinery,CO2,3986055075.691459
1302,2047,reg1,Oil_refinery,CO2,3974572006.6308265
1303,2048,reg1,Oil_refinery,CO2,4012490260.6584725
1304,2049,reg1,Oil_refinery,CO2,4047539631.974998
1305,2050,reg1,Oil_refinery,CO2,4047539631.974998
1306,2051,reg1,Oil_refinery,CO2,4047539631.974998
1307,2052,reg1,Oil_refinery,CO2,4047539631.974998
1308,2053,reg1,Oil_refinery,CO2,4047539631.974999
1309,2054,reg1,Oil_refinery,CO2,4047539631.9750004
1310,2055,reg1,Oil_refinery,CO2,4047539631.9750004
1311,2056,reg1,Oil_refinery,CO2,4047539631.974998
1312,2057,reg1,Oil_refinery,CO2,4047539631.974998
1313,2058,reg1,Oil_refinery,CO2,4047539631.974998
1314,2059,reg1,Oil_refinery,CO2,4047539631.9750004
1315,2060,reg1,Oil_refinery,CO2,4047539631.974998
1316,2061,reg1,Oil_refinery,CO2,4047539631.9750004
1317,2062,reg1,Oil_refinery,CO2,4047539631.974998
1318,2063,reg1,Oil_refinery,CO2,4047539631.974999
1319,2064,reg1,Oil_refinery,CO2,4047539631.974999
1320,2065,reg1,Oil_refinery,CO2,4047539631.974998
1321,2066,reg1,Oil_refinery,CO2,4047539631.974999
1322,2067,reg1,Oil_refinery,CO2,4047539631.974998
1323,2068,reg1,Oil_refinery,CO2,4047539631.974998
1324,2069,reg1,Oil_refinery,CO2,4047539631.974998
1325,2070,reg1,Oil_refinery,CO2,3940122799.44892
1326,2020,reg1,Biofuels_mix,CO2,0.0
1327,2021,reg1,Biofuels_mix,CO2,0.0
1328,2022,reg1,Biofuels_mix,CO2,0.0
1329,2023,reg1,Biofuels_mix,CO2,0.0
1330,2024,reg1,Biofuels_mix,CO2,0.0
1331,2025,reg1,Biofuels_mix,CO2,0.0
1332,2026,reg1,Biofuels_mix,CO2,0.0
1333,2027,reg1,Biofuels_mix,CO2,0.0
1334,2028,reg1,Biofuels_mix,CO2,0.0
1335,2029,reg1,Biofuels_mix,CO2,0.0
1336,2030,reg1,Biofuels_mix,CO2,0.0
1337,2031,reg1,Biofuels_mix,CO2,0.0
1338,2032,reg1,Biofuels_mix,CO2,0.0
1339,2033,reg1,Biofuels_mix,CO2,0.0
1340,2034,reg1,Biofuels_mix,CO2,0.0
1341,2035,reg1,Biofuels_mix,CO2,0.0
1342,2036,reg1,Biofuels_mix,CO2,0.0
1343,2037,reg1,Biofuels_mix,CO2,0.0
1344,2038,reg1,Biofuels_mix,CO2,0.0
1345,2039,reg1,Biofuels_mix,CO2,0.0
1346,2040,reg1,Biofuels_mix,CO2,0.0
1347,2041,reg1,Biofuels_mix,CO2,0.0
1348,2042,reg1,Biofuels_mix,CO2,0.0
1349,2043,reg1,Biofuels_mix,CO2,0.0
1350,2044,reg1,Biofuels_mix,CO2,0.0
1351,2045,reg1,Biofuels_mix,CO2,0.0
1352,2046,reg1,Biofuels_mix,CO2,0.0
1353,2047,reg1,Biofuels_mix,CO2,0.0
1354,2048,reg1,Biofuels_mix,CO2,0.0
1355,2049,reg1,Biofuels_mix,CO2,0.0
1356,2050,reg1,Biofuels_mix,CO2,0.0
1357,2051,reg1,Biofuels_mix,CO2,0.0
1358,2052,reg1,Biofuels_mix,CO2,0.0
1359,2053,reg1,Biofuels_mix,CO2,0.0
1360,2054,reg1,Biofuels_mix,CO2,0.0
1361,2055,reg1,Biofuels_mix,CO2,0.0
1362,2056,reg1,Biofuels_mix,CO2,0.0
1363,2057,reg1,Biofuels_mix,CO2,0.0
1364,2058,reg1,Biofuels_mix,CO2,0.0
1365,2059,reg1,Biofuels_mix,CO2,0.0
1366,2060,reg1,Biofuels_mix,CO2,0.0
1367,2061,reg1,Biofuels_mix,CO2,0.0
1368,2062,reg1,Biofuels_mix,CO2,0.0
1369,2063,reg1,Biofuels_mix,CO2,0.0
1370,2064,reg1,Biofuels_mix,CO2,0.0
1371,2065,reg1,Biofuels_mix,CO2,0.0
1372,2066,reg1,Biofuels_mix,CO2,0.0
1373,2067,reg1,Biofuels_mix,CO2,0.0
1374,2068,reg1,Biofuels_mix,CO2,0.0
1375,2069,reg1,Biofuels_mix,CO2,0.0
1376,2070,reg1,Biofuels_mix,CO2,0.0
1377,2020,reg1,NG_CHP_P,CO2,12302193299.278454
1378,2021,reg1,NG_CHP_P,CO2,11544672516.209808
1379,2022,reg1,NG_CHP_P,CO2,10787151733.141155
1380,2023,reg1,NG_CHP_P,CO2,10029630950.072506
1381,2024,reg1,NG_CHP_P,CO2,8577253738.026836
1382,2025,reg1,NG_CHP_P,CO2,6734942494.67867
1383,2026,reg1,NG_CHP_P,CO2,5413306530.28636
1384,2027,reg1,NG_CHP_P,CO2,4000269842.0520597
1385,2028,reg1,NG_CHP_P,CO2,2671979962.2710733
1386,2029,reg1,NG_CHP_P,CO2,2446605236.7899985
1387,2030,reg1,NG_CHP_P,CO2,2224186578.900005
1388,2031,reg1,NG_CHP_P,CO2,2001767921.0100043
1389,2032,reg1,NG_CHP_P,CO2,1779349263.1199985
1390,2033,reg1,NG_CHP_P,CO2,1556930605.229998
1391,2034,reg1,NG_CHP_P,CO2,1334511947.3400042
1392,2035,reg1,NG_CHP_P,CO2,1112093289.4500005
1393,2036,reg1,NG_CHP_P,CO2,889674631.5599998
1394,2037,reg1,NG_CHP_P,CO2,667255973.6700006
1395,2038,reg1,NG_CHP_P,CO2,444837315.7799998
1396,2039,reg1,NG_CHP_P,CO2,222418657.88999996
1397,2040,reg1,NG_CHP_P,CO2,0.0
1398,2041,reg1,NG_CHP_P,CO2,0.0
1399,2042,reg1,NG_CHP_P,CO2,0.0
1400,2043,reg1,NG_CHP_P,CO2,0.0
1401,2044,reg1,NG_CHP_P,CO2,0.0
1402,2045,reg1,NG_CHP_P,CO2,0.0
1403,2046,reg1,NG_CHP_P,CO2,0.0
1404,2047,reg1,NG_CHP_P,CO2,0.0
1405,2048,reg1,NG_CHP_P,CO2,0.0
1406,2049,reg1,NG_CHP_P,CO2,0.0
1407,2050,reg1,NG_CHP_P,CO2,0.0
1408,2051,reg1,NG_CHP_P,CO2,0.0
1409,2052,reg1,NG_CHP_P,CO2,0.0
1410,2053,reg1,NG_CHP_P,CO2,0.0
1411,2054,reg1,NG_CHP_P,CO2,0.0
1412,2055,reg1,NG_CHP_P,CO2,0.0
1413,2056,reg1,NG_CHP_P,CO2,0.0
1414,2057,reg1,NG_CHP_P,CO2,0.0
1415,2058,reg1,NG_CHP_P,CO2,0.0
1416,2059,reg1,NG_CHP_P,CO2,0.0
1417,2060,reg1,NG_CHP_P,CO2,0.0
1418,2061,reg1,NG_CHP_P,CO2,0.0
1419,2062,reg1,NG_CHP_P,CO2,0.0
1420,2063,reg1,NG_CHP_P,CO2,0.0
1421,2064,reg1,NG_CHP_P,CO2,0.0
1422,2065,reg1,NG_CHP_P,CO2,0.0
1423,2066,reg1,NG_CHP_P,CO2,0.0
1424,2067,reg1,NG_CHP_P,CO2,0.0
1425,2068,reg1,NG_CHP_P,CO2,0.0
1426,2069,reg1,NG_CHP_P,CO2,0.0
1427,2070,reg1,NG_CHP_P,CO2,0.0
1428,2020,reg1,BW_CHP_P,CO2,0.0
1429,2021,reg1,BW_CHP_P,CO2,0.0
1430,2022,reg1,BW_CHP_P,CO2,0.0
1431,2023,reg1,BW_CHP_P,CO2,0.0
1432,2024,reg1,BW_CHP_P,CO2,0.0
1433,2025,reg1,BW_CHP_P,CO2,0.0
1434,2026,reg1,BW_CHP_P,CO2,0.0
1435,2027,reg1,BW_CHP_P,CO2,0.0
1436,2028,reg1,BW_CHP_P,CO2,0.0
1437,2029,reg1,BW_CHP_P,CO2,0.0
1438,2030,reg1,BW_CHP_P,CO2,0.0
1439,2031,reg1,BW_CHP_P,CO2,0.0
1440,2032,reg1,BW_CHP_P,CO2,0.0
1441,2033,reg1,BW_CHP_P,CO2,0.0
1442,2034,reg1,BW_CHP_P,CO2,0.0
1443,2035,reg1,BW_CHP_P,CO2,0.0
1444,2036,reg1,BW_CHP_P,CO2,0.0
1445,2037,reg1,BW_CHP_P,CO2,0.0
1446,2038,reg1,BW_CHP_P,CO2,0.0
1447,2039,reg1,BW_CHP_P,CO2,0.0
1448,2040,reg1,BW_CHP_P,CO2,0.0
1449,2041,reg1,BW_CHP_P,CO2,0.0
1450,2042,reg1,BW_CHP_P,CO2,0.0
1451,2043,reg1,BW_CHP_P,CO2,0.0
1452,2044,reg1,BW_CHP_P,CO2,0.0
1453,2045,reg1,BW_CHP_P,CO2,0.0
1454,2046,reg1,BW_CHP_P,CO2,0.0
1455,2047,reg1,BW_CHP_P,CO2,0.0
1456,2048,reg1,BW_CHP_P,CO2,0.0
1457,2049,reg1,BW_CHP_P,CO2,0.0
1458,2050,reg1,BW_CHP_P,CO2,0.0
1459,2051,reg1,BW_CHP_P,CO2,0.0
1460,2052,reg1,BW_CHP_P,CO2,0.0
1461,2053,reg1,BW_CHP_P,CO2,0.0
1462,2054,reg1,BW_CHP_P,CO2,0.0
1463,2055,reg1,BW_CHP_P,CO2,0.0
1464,2056,reg1,BW_CHP_P,CO2,0.0
1465,2057,reg1,BW_CHP_P,CO2,0.0
1466,2058,reg1,BW_CHP_P,CO2,0.0
1467,2059,reg1,BW_CHP_P,CO2,0.0
1468,2060,reg1,BW_CHP_P,CO2,0.0
1469,2061,reg1,BW_CHP_P,CO2,0.0
1470,2062,reg1,BW_CHP_P,CO2,0.0
1471,2063,reg1,BW_CHP_P,CO2,0.0
1472,2064,reg1,BW_CHP_P,CO2,0.0
1473,2065,reg1,BW_CHP_P,CO2,0.0
1474,2066,reg1,BW_CHP_P,CO2,0.0
1475,2067,reg1,BW_CHP_P,CO2,0.0
1476,2068,reg1,BW_CHP_P,CO2,0.0
1477,2069,reg1,BW_CHP_P,CO2,0.0
1478,2070,reg1,BW_CHP_P,CO2,0.0
1479,2020,reg1,Export_mix,CO2,0.0
1480,2021,reg1,Export_mix,CO2,0.0
1481,2022,reg1,Export_mix,CO2,0.0
1482,2023,reg1,Export_mix,CO2,0.0
1483,2024,reg1,Export_mix,CO2,0.0
1484,2025,reg1,Export_mix,CO2,0.0
1485,2026,reg1,Export_mix,CO2,0.0
1486,2027,reg1,Export_mix,CO2,0.0
1487,2028,reg1,Export_mix,CO2,0.0
1488,2029,reg1,Export_mix,CO2,0.0
1489,2030,reg1,Export_mix,CO2,0.0
1490,2031,reg1,Export_mix,CO2,0.0
1491,2032,reg1,Export_mix,CO2,0.0
1492,2033,reg1,Export_mix,CO2,0.0
1493,2034,reg1,Export_mix,CO2,0.0
1494,2035,reg1,Export_mix,CO2,0.0
1495,2036,reg1,Export_mix,CO2,0.0
1496,2037,reg1,Export_mix,CO2,0.0
1497,2038,reg1,Export_mix,CO2,0.0
1498,2039,reg1,Export_mix,CO2,0.0
1499,2040,reg1,Export_mix,CO2,0.0
1500,2041,reg1,Export_mix,CO2,0.0
1501,2042,reg1,Export_mix,CO2,0.0
1502,2043,reg1,Export_mix,CO2,0.0
1503,2044,reg1,Export_mix,CO2,0.0
1504,2045,reg1,Export_mix,CO2,0.0
1505,2046,reg1,Export_mix,CO2,0.0
1506,2047,reg1,Export_mix,CO2,0.0
1507,2048,reg1,Export_mix,CO2,0.0
1508,2049,reg1,Export_mix,CO2,0.0
1509,2050,reg1,Export_mix,CO2,0.0
1510,2051,reg1,Export_mix,CO2,0.0
1511,2052,reg1,Export_mix,CO2,0.0
1512,2053,reg1,Export_mix,CO2,0.0
1513,2054,reg1,Export_mix,CO2,0.0
1514,2055,reg1,Export_mix,CO2,0.0
1515,2056,reg1,Export_mix,CO2,0.0
1516,2057,reg1,Export_mix,CO2,0.0
1517,2058,reg1,Export_mix,CO2,0.0
1518,2059,reg1,Export_mix,CO2,0.0
1519,2060,reg1,Export_mix,CO2,0.0
1520,2061,reg1,Export_mix,CO2,0.0
1521,2062,reg1,Export_mix,CO2,0.0
1522,2063,reg1,Export_mix,CO2,0.0
1523,2064,reg1,Export_mix,CO2,0.0
1524,2065,reg1,Export_mix,CO2,0.0
1525,2066,reg1,Export_mix,CO2,0.0
1526,2067,reg1,Export_mix,CO2,0.0
1527,2068,reg1,Export_mix,CO2,0.0
1528,2069,reg1,Export_mix,CO2,0.0
1529,2070,reg1,Export_mix,CO2,0.0
1530,2020,reg1,Primary_mix,CO2,6809891546.911292
1531,2021,reg1,Primary_mix,CO2,7068016176.309523
1532,2022,reg1,Primary_mix,CO2,7326140805.707755
1533,2023,reg1,Primary_mix,CO2,7584265435.105987
1534,2024,reg1,Primary_mix,CO2,7842390064.504215
1535,2025,reg1,Primary_mix,CO2,8100514693.9024515
1536,2026,reg1,Primary_mix,CO2,8023232829.865135
1537,2027,reg1,Primary_mix,CO2,7945950965.827819
1538,2028,reg1,Primary_mix,CO2,7868669101.790505
1539,2029,reg1,Primary_mix,CO2,7791387237.753191
1540,2030,reg1,Primary_mix,CO2,7714105373.715874
1541,2031,reg1,Primary_mix,CO2,7575679622.148566
1542,2032,reg1,Primary_mix,CO2,7437253870.581257
1543,2033,reg1,Primary_mix,CO2,7298828119.0139475
1544,2034,reg1,Primary_mix,CO2,7160402367.446637
1545,2035,reg1,Primary_mix,CO2,7021976615.879326
1546,2036,reg1,Primary_mix,CO2,6976647374.190759
1547,2037,reg1,Primary_mix,CO2,6931318132.502193
1548,2038,reg1,Primary_mix,CO2,6885988890.813626
1549,2039,reg1,Primary_mix,CO2,6840659649.12506
1550,2040,reg1,Primary_mix,CO2,6795330407.436494
1551,2041,reg1,Primary_mix,CO2,6768309787.2078705
1552,2042,reg1,Primary_mix,CO2,6741289166.979249
1553,2043,reg1,Primary_mix,CO2,6714268546.750628
1554,2044,reg1,Primary_mix,CO2,6687247926.522005
1555,2045,reg1,Primary_mix,CO2,6660227306.293381
1556,2046,reg1,Primary_mix,CO2,6621155396.542318
1557,2047,reg1,Primary_mix,CO2,6582083486.791253
1558,2048,reg1,Primary_mix,CO2,6543011577.040189
1559,2049,reg1,Primary_mix,CO2,6503939667.289125
1560,2050,reg1,Primary_mix,CO2,6464867757.538061
1561,2051,reg1,Primary_mix,CO2,6464867757.538061
1562,2052,reg1,Primary_mix,CO2,6464867757.538061
1563,2053,reg1,Primary_mix,CO2,6464867757.538061
1564,2054,reg1,Primary_mix,CO2,6464867757.538061
1565,2055,reg1,Primary_mix,CO2,6464867757.538061
1566,2056,reg1,Primary_mix,CO2,6464867757.538061
1567,2057,reg1,Primary_mix,CO2,6464867757.538061
1568,2058,reg1,Primary_mix,CO2,6464867757.538061
1569,2059,reg1,Primary_mix,CO2,6464867757.538061
1570,2060,reg1,Primary_mix,CO2,6464867757.538061
1571,2061,reg1,Primary_mix,CO2,6464867757.538061
1572,2062,reg1,Primary_mix,CO2,6464867757.538061
1573,2063,reg1,Primary_mix,CO2,6464867757.538061
1574,2064,reg1,Primary_mix,CO2,6464867757.538061
1575,2065,reg1,Primary_mix,CO2,6464867757.538061
